Title,Data ID,PDF Page Number,count,CSV Download URL,PDF Download URL,Download folder name
Table 6.14-2: Predicted Residual Project Effects Description and Importance for Quality of Life,2445655,124,5,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_124_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_124_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_124_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_124_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_124_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.14-3: Predicted Residual Project Effects Description and Importance for Navigation and Navigation Safety,2541470,540,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_540_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_540_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.15-1: Potential Human Health Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,127,4,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_127_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_127_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_127_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_127_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.15-1: Potential Traditional Land and Resource Use Issues, Mitigation and Predicted Residual Effects Key Indicator/",2813816,219,3,http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_219_1.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_219_2.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_219_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2813816,twrbrch
"Table 6.15-1: Potential Traditional Land and Resource Use Issues, Mitigation and Predicted Residual Effects Key Indicator/",2813816,220,3,http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_220_1.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_220_2.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_220_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2813816,twrbrch
Table 6.15-2: Predicted Residual Project Effects Description and Importance for Human Health,2445655,128,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_128_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_128_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.16-1: Potential Infrastructure and Services Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,132,6,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_132_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_132_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_132_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_132_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_132_5.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_132_6.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.16-2: Predicted Residual Project Effects Description and Importance for Infrastructure and Services,2445655,133,5,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_133_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_133_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_133_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_133_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_133_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.17-1: Potential Effects on Human Health and Visual Aesthetics, Mitigation and Predicted Residual Effects",2541470,562,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_562_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_562_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.17-1: Potential Effects on Human Health and Visual Aesthetics, Mitigation and Predicted Residual Effects",2541470,563,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_563_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_563_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_563_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.17-1: Potential Effects on Human Health and Visual Aesthetics, Mitigation and Predicted Residual Effects",2541470,564,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_564_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_564_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.17-1: Potential Effects on Human Health and Visual Aesthetics, Mitigation and Predicted Residual Effects",2541470,565,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_565_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_565_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.17-2: Predicted Residual Project Effects Description and Importance for Employment and Economy,2445655,136,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_136_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_136_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.17-2: Predicted Residual Project Effects Description and Importance for Human Health and Visual Aesthetics,2541470,566,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_566_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_566_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_566_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.18-1: Potential Effects on Infrastructure and Services, Mitigation and Predicted Residual Effects",2541470,574,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_574_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_574_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.18-1: Potential Effects on Infrastructure and Services, Mitigation and Predicted Residual Effects",2541470,575,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_575_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_575_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_575_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.18-1: Potential Effects on Infrastructure and Services, Mitigation and Predicted Residual Effects",2541470,576,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_576_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_576_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_576_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.18-2: Predicted Residual Project Effects Description and Importance for Infrastructure and Services,2541470,577,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_577_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_577_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_577_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.19-4: Tax Revenue by Tax Type for the Construction Phase, Canada Direct & Indirect",2541470,587,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_587_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_587_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.19-6: Potential Effects on Employment and Economy, Mitigation and Predicted Residual Effects",2541470,589,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_589_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_589_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.19-6: Potential Effects on Employment and Economy, Mitigation and Predicted Residual Effects",2541470,590,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_590_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_590_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.19-7: Predicted Residual Project Effects Description and Importance for Employment and Economy,2541470,591,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_591_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_591_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_591_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.2-1: Alteration or Loss of Naturally Occurring Vegetation Communities due to Construction Activities in the Terrestrial Local Study Area and the Nine Field Study Areas(a),2541470,375,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_375_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_375_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_375_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.2-1: Potential Soil and Soil Productivity Effects, Mitigation and Predicted Residual Effects",2445655,7,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_7_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_7_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.2-1: Potential Soil and Soil Productivity Effects, Mitigation and Predicted Residual Effects",2445655,9,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_9_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_9_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.2-2: Predicted Residual Project Effects Description and Importance for Soil and Soil Productivity,2445655,12,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_12_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_12_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_12_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.2-3: Potential Vegetation Effects, Mitigation and Predicted Residual Effects Key Indicator/Interaction Description of Potential Effect Mitigation Predicted Residual Effect",2541470,381,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_381_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_381_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.2-3: Potential Vegetation Effects, Mitigation and Predicted Residual Effects Key Indicator/Interaction Description of Potential Effect Mitigation Predicted Residual Effect",2541470,382,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_382_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_382_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.2-5: Predicted Residual Project Effects Description and Importance for Vegetation,2541470,385,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_385_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_385_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_385_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.20-1: Summary of Predicted Project Effects and Environmental Significance,2445655,149,5,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_149_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_149_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_149_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_149_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_149_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.20-1: Summary of Predicted Project Effects and Environmental Significance,2445655,150,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_150_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_150_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_150_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.20-1: Summary of Predicted Project Effects and Environmental Significance,2445655,151,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_151_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_151_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_151_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.20-1: Summary of Predicted Project Effects and Environmental Significance,2445655,152,6,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_152_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_152_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_152_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_152_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_152_5.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_152_6.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.20-1: Summary of Predicted Project Effects and Environmental Significance,2445655,153,8,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_153_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_153_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_153_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_153_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_153_5.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_153_6.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_153_7.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_153_8.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.20-1: Summary of Predicted Project Effects and Environmental Significance,2445655,154,8,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_154_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_154_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_154_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_154_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_154_5.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_154_6.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_154_7.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_154_8.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.20-1: Summary of Predicted Project Effects and Environmental Significance,2445655,155,7,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_155_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_155_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_155_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_155_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_155_5.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_155_6.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_155_7.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.20-1: Summary of Predicted Project Effects and Environmental Significance,2445655,156,7,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_156_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_156_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_156_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_156_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_156_5.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_156_6.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_156_7.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.21-1: Summary of Predicted Project Effects and Environmental Significance Valued Component/,2541470,606,8,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_606_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_606_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_606_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_606_4.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_606_5.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_606_6.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_606_7.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_606_8.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.21-1: Summary of Predicted Project Effects and Environmental Significance Valued Component/,2541470,607,5,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_607_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_607_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_607_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_607_4.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_607_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.21-1: Summary of Predicted Project Effects and Environmental Significance Valued Component/,2541470,608,5,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_608_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_608_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_608_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_608_4.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_608_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.21-1: Summary of Predicted Project Effects and Environmental Significance Valued Component/,2541470,609,6,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_609_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_609_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_609_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_609_4.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_609_5.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_609_6.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.21-1: Summary of Predicted Project Effects and Environmental Significance Valued Component/,2541470,610,4,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_610_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_610_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_610_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_610_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.21-1: Summary of Predicted Project Effects and Environmental Significance Valued Component/,2541470,611,5,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_611_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_611_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_611_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_611_4.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_611_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.21-1: Summary of Predicted Project Effects and Environmental Significance Valued Component/,2541470,612,6,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_612_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_612_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_612_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_612_4.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_612_5.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_612_6.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.2‐6. Distribution of Vegetation Communities along the Bakken Pipeline in Manitoba (Aspen 2 Parkland Ecoregion) 3,661465,35,2,http://www.cer-rec.gc.ca/esa-ees/bkkn/661465_35_1.csv; http://www.cer-rec.gc.ca/esa-ees/bkkn/661465_35_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/661465,bkkn
Table 6.3-1: Loss or Alteration of Ecological Land Classification (ELC) Units in the Terrestrial Local Study Area (LSA),2445655,15,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_15_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_15_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.3-1: Loss or Alteration of Ecological Land Classification (ELC) Units in the Terrestrial Local Study Area (LSA),2445655,17,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_17_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_17_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.3-3: Potential Surface Water Effects, Mitigation and Predicted Residual Effects",2541470,394,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_394_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_394_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_394_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.3-3: Potential Surface Water Effects, Mitigation and Predicted Residual Effects",2541470,395,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_395_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_395_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_395_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.3-3: Potential Surface Water Effects, Mitigation and Predicted Residual Effects",2541470,396,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_396_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_396_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.3-3: Potential Vegetation Effects, Mitigation and Predicted Residual Effects Key Indicator /",2445655,23,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_23_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_23_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.3-3: Potential Vegetation Effects, Mitigation and Predicted Residual Effects Key Indicator /",2445655,24,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_24_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_24_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.3-3: Potential Vegetation Effects, Mitigation and Predicted Residual Effects Key Indicator /",2445655,25,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_25_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_25_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.3-5: Predicted Residual Project Effects Description and Importance for Surface Water,2541470,400,4,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_400_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_400_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_400_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_400_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.3-5: Predicted Residual Project Effects Description and Importance for Terrestrial Vegetation,2445655,26,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_26_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_26_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.4-1: Potential Water Quantity and Quality Effects, Mitigation and Predicted Residual Effects Key Indicator /",2445655,31,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_31_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_31_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_31_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.4-1: Potential Water Quantity and Quality Effects, Mitigation and Predicted Residual Effects Key Indicator /",2445655,32,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_32_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_32_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
